User Name,Ratings,Mini Review,Date,Reviews
vikram,1.0 out of 5 stars,"
do not buy
",31 October 2019,"
pls do not buy the product . got delivered on 16th oct . stopped working on 29th oct.  tried to charge & re start doesn't work. amazon did not agree to refund or return. it's my advise not to buy this product
"
Shubham sharma,2.0 out of 5 stars,"
Good
",1 December 2019,"
Amazing sounds and the bass is extremely good!But i needed ap ear phones which is comfortable while running but it is not
"
shaik Hussain vali,4.0 out of 5 stars,"
Must buy product..
",5 November 2019,"
Mivi thunder beats blutooth headphone is a very good product.. This is my second Thunder beats headphones by which I am fully happy and satisfied... Sound quality and battery back up is very good... Iam very much satisfied with the product.. One can buy without hesitation.. 👍👍👍👍...
"
Amazon Customer,5.0 out of 5 stars,"
Excellent choice !
",25 January 2020,"
Thanks to all reviews on Amazon and YouTube, this was an excellent purchase.Bass is good.Volume control Treble all is pitch perfect.Fits in well also includes spare covers.I only wished it came with a box to keep it safe.
"
Hardik Setia,5.0 out of 5 stars,"
Paisa Vasool product
",14 December 2019,"
I have been using it for 3 months,never faced a problem with battery or sound !What's Best:Sound qualityNoise cancellationBattery lifeDurablePortableLight weightFor exercise purposes and much moreWhat can be improved :Bass
"
Saurabh,4.0 out of 5 stars,"
Good earphone
",4 January 2020,"
Good earphones but has bluetooth connectivity issue, sometimes the sound cracks even when the phone is in hand.
"
pradeep  manish,3.0 out of 5 stars,"
Average product
",29 October 2019,"
Product ok at this price. Looks cool and elegent But overall not impressive. Sound is ok when volume is low. Higher volume to be avoided as there is a distortion.
"
akash jain,1.0 out of 5 stars,"
Not able to connect bluetooth
",1 October 2019,"
Worst handsfree its my 3rd handsfree of mivi after getting exchanged thrice but still the same connectivity issue i am facing with it dont know whats the reason everytime they asked to change worst handsfree ever
"
Shiven Joshi,4.0 out of 5 stars,"
Great Earphones with this Price Range 👍
",28 January 2020,"
Overall nice earphones at this price range.... Base is very good and also personally impressed me alot.. Bluetooth connectivity is smooth... But Noice cancellation could be more better.. overall Nice Earphones 👌👍 #ThunderBeats
"
shailaja rao,5.0 out of 5 stars,"
mivi thunder beats Awesome!!!!
",9 October 2019,"
its a good quality headphones i would like to suggest my friends  and i got a good warranty on demand.they have a excellent costumer  service
"
Amazon Customer,5.0 out of 5 stars,"
This is the item that you might need,
",22 November 2019,"
Same day delivery, thanks to the six sigma company Ämazon. Fast charge and to be honest good playback timing. Loved the quality and the bluetooth 5.0 is also nice, it works fine with my redmi note 5 pro. Played pubg, COD , MK11 and heavy games , no lag for sound. You can go for it.
"
Akash,3.0 out of 5 stars,"
Works like a charm for 2 weeks, after that you'll be chased by connectivity issues.
",2 February 2020,"
For the first few days I thought it's really a great model but now it gets turned off and when i try to turn it on it just doesn't work..I have to put in a power supply for 3 seconds and then it starts working. Sound quality is great . But lots of connectivity issues. It still is a good model.
"
Rajashekar S Surpurmath,3.0 out of 5 stars,"
Comfort
",12 November 2019,"
Doesn't get fixed firmly into ears. Falls down often. Cant fix the ear buds in hurry and in urgency. Otherwise the sound quality is Good and very good noise reduction. Only concern is discomfort to use.
"
Amazon Customer,1.0 out of 5 stars,"
Worst service provider
",1 February 2020,"
Product is hell and the service that company is providing is also worse. Product stopped working only after two days of usage for almost 1 hour of usage don't buy this product
"
Roshan Kamat,5.0 out of 5 stars,"
Value for money product
",28 October 2019,"
The product is surely value for money. The bass  and sound quality is superb there's no donbt in it.  Noise cancellation also good..I have only one issue the Bluetooth connectivity is not good for far distance.. I mean if I put my phone in one room and go to another room the sounds starts lacking..
"
Pramod tandale,4.0 out of 5 stars,"
Really Not expect this
",19 October 2019,"
The sound quality is very good but wearing comfortbility to poor only because of their logo.Fitting is really bad because of big size and I'm getting pain as well.. can't use this earphoneMore than 10 mins. And I'm bought this earphone today one earbud are defected earphone front getting broken
"
kotagiri sai nikhil,5.0 out of 5 stars,"
Best buy
",26 October 2019,"
By far best experiencePros-build quality is best-bass is awesome-fits perfectlyCons-bit heavy due to metal body of earphones with  battery inside
"
NUREN,5.0 out of 5 stars,"
Great product
",9 October 2019,"
Great sound. Value for money
"
Aashish Kumar Shrivastava,1.0 out of 5 stars,"
The audio never syncs and stops infinite times by itself
",25 January 2020,"
Don't purchase it, the audio never syncs with the video. If you play something then it'll stop abruptly infinite times by itself. You'll hate Bluetooth earphones after you face this problem. This problem will go on for hours and would start everytime you connect your Bluetooth with this.
"
Mandar Khataokar,4.0 out of 5 stars,"
Best earphones i hav heard untill now!
",11 October 2019,"
Bought these in the sale of oct 1st week! Just liked them! The bass is awsome, as expectations.Had seen other reviews saying only bass lovers will like these earphones and not thode who like to hear the ‘mids’, but let me tell u the mids too are good! So go for them folks! Battery back up is also good!
"
Dheeraj Sharan,5.0 out of 5 stars,"
Best Bluetooth Earphones
",28 January 2020,"
Mivi ThunderBeats earphones are having the best quality sound at this price range and it's having superb bass, it easily connects to the phone via Bluetooth, without any disturbance you can hear it's clear sound up to 20 feet from the phone and it is having a great battery life as well.
"
Amit,5.0 out of 5 stars,"
Best product in reng
",12 January 2020,"
A very goog product in a great price.I am just afraid of buying this product as some peoples are disappointed in reviews but after using it I am just completely satisfied with this product the battery life is just 6-7 hours but except that the sound and bass is good. You won't be disappointed.
"
DIPEN CHAUDHARI,5.0 out of 5 stars,"
Great go for it without much worry
",11 October 2019,"
Fallen love with this product, not expected this much comfort with this price range, everything is perfect sound, battery life, calling quality, and also features like you can redile the last phone call via double tapping power button. Full charge in no time, and last longer charging.Thanks mivi
"
Simraan Khan,5.0 out of 5 stars,"
Awesome in this price range..
",11 October 2019,"
I Purchased this product about a week ago. And I am very shocked.I first time purchase any mivi product. And It so damn good. It's sound quality,Noise cancellation, Bass, battery back are excellent. I Purchased Boat wireless earphones but it's working was worst. In This Price Range these are the best.
"
devyani,5.0 out of 5 stars,"
Best Bluetooth earphones, a must buy for everyone
",5 October 2019,"
The sound quality that mivi gives, the design and color, and also the bass quality at this price is unbeatable. In love with this product. Looking for more such products in future from mivi.
"
